n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
2,Z652410B13,00124600685,CITTA' DI PESCARA,360.41,0.00,IMPEGNO DI SPESA A FAVORE DELLA SOC. GERARDO FERRAMENTA SAS PER ACQUISTO ROTELLE METRICHE E GUANTI MONOUSO POLIZIA MUNICIPALE,23-AFFIDAMENTO DIRETTO,2018-07-09,,idm15
3,ZDE242FF5F,00124600685,CITTA' DI PESCARA,2096.72,0.00,NOLEGGIO NEW SOFTWARE,23-AFFIDAMENTO DIRETTO,,,idm40
4,7341518C4C,00124600685,CITTA' DI PESCARA,2684.0,0.0,CAMPAGNA DI INFORMAZIONE E PUBBLICIZZAZIONE RELATIVA AI LAVORI DI RIQUALIFICAZIONE DEL SCUOLA DI SAN SILVESTRO COLLE - AFFIDAMENTO SERVIZI E IMPEGNO DI SPESA.,07-SISTEMA DINAMICO DI ACQUISIZIONE,,,idm58
5,ZA6219632C,00124600685,CITTA' DI PESCARA,303.78,0.0,CAMPAGNA DI INFORMAZIONE E PUBBLICIZZAZIONE RELATIVA AI LAVORI DI RIQUALIFICAZIONE DEL SCUOLA DI SAN SILVESTRO COLLE - AFFIDAMENTO SERVIZI E IMPEGNO DI SPESA.,23-AFFIDAMENTO DIRETTO,,,idm70
6,Z4121DA0C8,00124600685,CITTA' DI PESCARA,427.5,427.5,ACQUISTO CERTIFICATO SSL PER SERVER WEB - IMPEGNO DI SPESA,23-AFFIDAMENTO DIRETTO,2018-01-26,2021-01-26,idm82
7,Z93200E0EF,00124600685,CITTA' DI PESCARA,0.0,1760.0,EUROPE DIRECT PESCARA NOTTE EUROPEA DEI RICERCATORI 2017 - LIQUIDAZIONE D&D UNIPERSONALE SRL PER SERVIZIO CATERING,23-AFFIDAMENTO DIRETTO,,,idm102
8,0000000000,00124600685,CITTA' DI PESCARA,435.0,0.0,CONTRIBUTI IN SEDE DI GARA (SIMOG) IN FAVORE DELL'A.N.A.C. -IMPEGNO DI SPESA.,23-AFFIDAMENTO DIRETTO,,,idm114
9,6708825985,00124600685,CITTA' DI PESCARA,9904.0,0.0,"SERVIZIO DI ASSISTENZA SCOLASTICA SPECIALISTICA PER ALUNNI DISABILI RESIDENTI A PESCARA, FREQUENTANTI LE SCUOLE DELL'INFANZIA, PRIMARIE E SECONDARIE DI I GRADO  INTEGRAZIONE IMPEGNO",01-PROCEDURA APERTA,,,idm126
10,7338422169,00124600685,CITTA' DI PESCARA,8320.0,0.0,REALIZZAZIONE PISTE CICLABILI INCARICO DIREZIONE LAVORI E COORDINAMENTO PER LA SICUREZZA IN FASE DI ESECUZIONE. REVOCA ARCH. PAOLO TARICANI E AFFIDAMENTO ING. JUNIOR LUCIANO D'AMICO.,23-AFFIDAMENTO DIRETTO,,,idm138
11,Z842184875,00124600685,CITTA' DI PESCARA,650.0,650.0,RINNOVO ANNUALE ABBONAMENTO LEXITALIA.IT 2018. GIURICONSULT SRL. IMPEGNO DI SPESA.,23-AFFIDAMENTO DIRETTO,2018-01-22,2019-01-22,idm150
12,693082166B,00124600685,CITTA' DI PESCARA,3800.0,0.0,SERVIZIO DI RECUPERO SALME E TRASPORTO FUNEBRE PER INDIGENTI - ADEGUAMENTO IMPEGNO PLURIENNALE 2018,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm170
13,693082166B,00124600685,CITTA' DI PESCARA,3800.0,0.0,SERVIZIO DI RECUPERO SALME E TRASPORTO FUNEBRE PER INDIGENTI - ADEGUAMENTO IMPEGNO PLURIENNALE 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm182
14,693082166B,00124600685,CITTA' DI PESCARA,760.0,0.0,SERVIZIO DI RECUPERO SALME E TRASPORTO FUNEBRE PER INDIGENTI - ADEGUAMENTO IMPEGNO PLURIENNALE 2020,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm194
15,64333253BC,00124600685,CITTA' DI PESCARA,3174961.67,0.0,"""COMPLESSO EDILIZIO PER LA REALIZZAZIONE DI ALLOGGI SOCIALI, ASILO NIDO E LOCALI COMUNALI"" - INTEGRAZIONE SUB-IMPEGNO DI SPESA PER SPESE PER PUBBLICITA'.",01-PROCEDURA APERTA,2017-07-13,,idm206
16,0000000000,00124600685,CITTA' DI PESCARA,66929.64,0.0,FORNITURA GRATUITA E SEMIGRATUITA DEI LIBRI DI TESTO PER L'ANNO SCOLASTICO 2017/2018.ACCERTAMENTO E IMPEGNO DI SPESA.,23-AFFIDAMENTO DIRETTO,,,idm219
17,739503933C,00124600685,CITTA' DI PESCARA,24200.0,0.0,AFFIDAMENTO SERVIZIO STRAORDINARIO DI SCUOLABUS - DETERMINA A CONTRARRE.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm231
18,Z0C215B78E,00124600685,CITTA' DI PESCARA,11449.7,0.0,AGGIUDICAZIONE SERVIZIO DI LAVAGGIO UNIFORMI DEL CORPO DI POLIZIA MUNICIPALE  BIENNIO 2018-2019  ALLA LAVANDERIA LUCIA DI LEARDI MARTACIG : Z0C215B78E,23-AFFIDAMENTO DIRETTO,,,idm243
