n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
1,Z9A28F13B4,00097020598,COMUNE DI LATINA,5400.0,5400.0,"APPLICAZIONE SOFTWARE G-ZOOM - SISTEMA DEI CONTROLLI INTERNI, CONTROLLO STRATEGICO E GESTIONE PEG - MANUTENZIONE 2019-2021",23-AFFIDAMENTO DIRETTO,2019-08-08,2019-08-08,idm3
2,Z9A28F13B4,00097020598,COMUNE DI LATINA,2250.0,0.00,"APPLICAZIONE SOFTWARE G-ZOOM - SISTEMA DEI CONTROLLI INTERNI, CONTROLLO STRATEGICO E GESTIONE PEG - MANUTENZIONE 2019-2021",23-AFFIDAMENTO DIRETTO,2019-08-08,2019-08-08,idm23
3,ZCC293DF00,00097020598,COMUNE DI LATINA,2700.0,2700.0,SOFTWARE SUITE MYENERGY - MANUTENZIONE APPLICAZIONE ANNO 2019-2020-2021 - ADEMPIMENTI GESTIONALI,23-AFFIDAMENTO DIRETTO,2019-08-09,,idm43
4,ZE2294269F,00097020598,COMUNE DI LATINA,4211.0,0.00,SOFTWARE PAGOPA - ANNO 2019- 2020-2021 - MANUTENZIONE APPLICAZIONE - ADEMPIMENTI GESTIONALI,23-AFFIDAMENTO DIRETTO,2019-08-13,2019-12-31,idm62
5,ZE228E9600,00097020598,COMUNE DI LATINA,11263.0,0.00,SOFTWARE J-IRIDE - ANNO 2019-2020-2021 - MANUTENZIONE APPLICAZIONE - ADEMPIMENTI GESTIONALI,23-AFFIDAMENTO DIRETTO,2019-08-13,2019-12-31,idm82
6,Z6C28E9788,00097020598,COMUNE DI LATINA,22910.0,0.00,SOFTWARE PERSEO - MODULI KRONOS PAYROLL - ANNO 2019 - MANUTENZIONE APPLICAZIONE - ADEMPIMENTI GESTIONALI,23-AFFIDAMENTO DIRETTO,2019-08-13,2019-12-31,idm102
7,Z8328E8829,00097020598,COMUNE DI LATINA,4539.0,0.00,SOFTWARE J-CITY-GOV MODULO TRASPARENZA AMMINISTRATIVA - ANNO 2019-2020-2021 - MANUTENZIONE APPLICAZIONE,23-AFFIDAMENTO DIRETTO,2019-08-13,,idm122
8,Z9228DE48B,00097020598,COMUNE DI LATINA,16510.0,0.00,SOFTWARE SIPAL FINANZIARIA - MANUTENZIONE ANNO 2019 - ADEMPIMENTI GESTIONALI,23-AFFIDAMENTO DIRETTO,2019-10-07,2019-12-31,idm141
9,Z7428E7664,00097020598,COMUNE DI LATINA,9855.0,0.00,SOFTWARE SIPAL TRIBUTI - MANUTENZIONE ANNO 2019 SEM 1,23-AFFIDAMENTO DIRETTO,2019-10-07,2019-12-31,idm161
10,ZC729EE080,00097020598,COMUNE DI LATINA,2500.0,0.00,PORTALE DEL SISTEMA INFORMATIVO TERRITORIALE DEL COMUNE DI LATINA,23-AFFIDAMENTO DIRETTO,2019-10-18,,idm181
11,Z422B49735,00097020598,COMUNE DI LATINA,2745.0,0.00,SISTEMA GESTIONE TICKETING ED ASSET – MODULO MANAGE-ENGINE SERVICE-DESK - RINNOVO CANONE 2020 - ADEMPIMENTI GESTIONALI,23-AFFIDAMENTO DIRETTO,2020-01-01,2020-12-31,idm200
