n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
1,0000000000,00856930102,Comune di Genova,0,0,Concessione dei servizi museali e bookshop presso Museo delle Culture del Mondo - Castello D'Albertis,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm3
2,0000000000,00856930102,Comune di Genova,3.90,0.00,Rimborso spese rassegna teatro INTRANSITO 2019 - Genova 12-15 dicembre 2019.,23-AFFIDAMENTO DIRETTO,2019-12-12,2019-12-12,idm15
3,0000000000,00856930102,Comune di Genova,19.00,0.00,Rimborso spese rassegna teatro INTRANSITO 2019 - Genova 12-15 dicembre 2019.,23-AFFIDAMENTO DIRETTO,2019-12-13,2019-12-13,idm32
4,0000000000,00856930102,Comune di Genova,8.00,0.00,Rimborso spese rassegna teatro INTRANSITO 2019 - Genova 12-15 dicembre 2019.,23-AFFIDAMENTO DIRETTO,2019-12-13,2019-12-13,idm49
5,0000000000,00856930102,Comune di Genova,1.00,0.00,Rimborso spese rassegna teatro INTRANSITO 2019 - Genova 12-15 dicembre 2019.,23-AFFIDAMENTO DIRETTO,2019-12-14,2019-12-14,idm66
6,0000000000,00856930102,Comune di Genova,4.07,0.00,Rimborso spese rassegna teatro INTRANSITO 2019 - Genova 12-15 dicembre 2019.,23-AFFIDAMENTO DIRETTO,2019-12-13,2019-12-13,idm83
7,0000000000,00856930102,Comune di Genova,22.00,0.00,Rimborso spese rassegna teatro INTRANSITO 2019 - Genova 12-15 dicembre 2019.,23-AFFIDAMENTO DIRETTO,2019-12-14,2019-12-14,idm100
8,0000000000,00856930102,Comune di Genova,6.00,0.00,Rimborso spese rassegna teatro INTRANSITO 2019 - Genova 12-15 dicembre 2019.,23-AFFIDAMENTO DIRETTO,2019-12-14,2019-12-14,idm117
9,0000000000,00856930102,Comune di Genova,7.00,0.00,Rimborso spese rassegna teatro INTRANSITO 2019 - Genova 12-15 dicembre 2019.,23-AFFIDAMENTO DIRETTO,2019-12-14,2019-12-14,idm134
10,0000000000,00856930102,Comune di Genova,15.00,0.00,Rimborso spese rassegna teatro INTRANSITO 2019 - Genova 12-15 dicembre 2019.,23-AFFIDAMENTO DIRETTO,2019-12-14,2019-12-14,idm151
11,Z662AF8301,00856930102,Comune di Genova,5000.00,0.00,Servizio di messa a disposizione 2 pagine a colorie 2 banner pubblicitari.,23-AFFIDAMENTO DIRETTO,2019-12-20,2020-01-08,idm168
12,ZC125DE927,00856930102,Comune di Genova,90.16,0.00,Spedizione di materiale promozionale a Londra.,23-AFFIDAMENTO DIRETTO,2018-11-27,2020-01-08,idm185
13,Z942AF7DC1,00856930102,Comune di Genova,1600.00,0.00,Ideazione e realizzazione grafica di un'inserzione per l'annuario nazionale stampa sportiva USSI.,23-AFFIDAMENTO DIRETTO,2019-12-20,2020-01-07,idm202
14,Z522AC8A57,00856930102,Comune di Genova,4763.63,0.00,Servizio di ospitalit'' alberghiera Orchestra di Cinquefrondi per evento TriCapodanno 2020.,23-AFFIDAMENTO DIRETTO,2019-12-17,2020-01-07,idm219
15,Z522AC8A57,00856930102,Comune di Genova,4763.63,0.00,Servizio di ospitalit'' alberghiera Orchestra di Cinquefrondi per evento TriCapodanno 2020.,23-AFFIDAMENTO DIRETTO,2019-12-17,2020-01-07,idm236
16,ZA8268241C,00856930102,Comune di Genova,196.72,0.00,Servizo stampa n.1500 volantini per Capodanno 2019.,23-AFFIDAMENTO DIRETTO,2018-12-27,2020-01-03,idm253
17,ZE12B02594,00856930102,Comune di Genova,1500.00,0.00,Realizzazione di un concerto per l'evento TriCapodanno a Genova.,23-AFFIDAMENTO DIRETTO,2019-12-19,2020-01-07,idm270
18,Z1D2AF161B,00856930102,Comune di Genova,1900.00,0.00,Servizio di bilico con gru e operatore per evento TriCapodanno a Genova 31 dicembre 2020.,23-AFFIDAMENTO DIRETTO,2019-12-16,2020-01-07,idm287
19,Z052B0DB7A,00856930102,Comune di Genova,500.00,0.00,Ricarica della Fidelity Card per consumazioni - Promozione della Citt''.,23-AFFIDAMENTO DIRETTO,2019-12-23,2020-01-07,idm304
20,0000000000,00856930102,Comune di Genova,80.00,0.00,Rimborso spese per trasporto costumi storici.,23-AFFIDAMENTO DIRETTO,2019-12-21,2019-12-22,idm321
