n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
1,0223045E8A,01307110484,COMUNE DI FIRENZE,3390,3390,SERVIZIO DI FACCHINAGGIO PER IL GIORNO 24 GIUGNO 2013,01-PROCEDURA APERTA,2013-06-24,2013-06-24,idm3
2,0354321AED,01307110484,COMUNE DI FIRENZE,605304.31,594220.33,"Servizi assistenziali, educativi e diversi presso il complesso residenziale Modigliani e servizi educativi e diversi presso i centri diurni comunali per anziani",01-PROCEDURA APERTA,2009-12-01,2009-11-30,idm35
3,0360796048,01307110484,COMUNE DI FIRENZE,8472,8472,Affidamento Laboratori Scolastici Tuttinsieme 2018/2019 CAT,23-AFFIDAMENTO DIRETTO,2018-12-06,2019-06-30,idm55
4,052770324A,01307110484,COMUNE DI FIRENZE,3580803,5165320.36,"Servizi di guardaroba, guardasala, assistenza alla visita, biglietteria e cassa informatizzata nei Musei Civici fiorentini, assistenza alla Sala Conferenze presso Sala d'Arme di Palazzo Vecchio",01-PROCEDURA APERTA,2011-04-16,2014-08-31,idm75
5,25788820C0,01307110484,COMUNE DI FIRENZE,208854.88,136361.16,incarico di collaudo tecnico-funzionale di sicurezza in c.op. degli impanti tecnologici dell'armamento e del segnalamento realizzazione sistema tranviario lottoB1,01-PROCEDURA APERTA,2015-04-20,,idm123
6,25789286B4,01307110484,COMUNE DI FIRENZE,275600,171600,INCARICO DI COLLAUDO TECNICO-FUNZIONALE E DI SICUREZZA IN CORSO D'OPERA DEGLI IMPIANTI TECNOLOGICI E COLLAUDO TECNICO FUNZIONALE E DI SICUREZZA DELL'ARMAMENTO E DEL SEGNALAMENTO RIGUARDANTE LA REALIZZAZIONE DEL SISTEMA TRAMVIARIO FIORENTINO. SUDDIVIS,01-PROCEDURA APERTA,2015-06-18,,idm157
7,330183586E,01307110484,COMUNE DI FIRENZE,96225.95,0,Q.2 -AREE VERDI - RIQUALIFICAZIONE AREE GIOCHI E MESSA IN SICUREZZA VIABILITA',04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm194
8,4637864671,01307110484,COMUNE DI FIRENZE,28083.6,28083.6,NOLEGGIO 8 MULTIFUNZIONE CONSIP 19 LOTTO 1,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2013-02-01,2017-01-31,idm236
9,4769383B59,01307110484,COMUNE DI FIRENZE,16896.39,67078.61,INCARICO PROGETTAZIONE ESECUTIVA E DEFINITIVA  RIQUALIFICAZIONE STRUTTUEALE PASSERELLA SULL'ARNO,23-AFFIDAMENTO DIRETTO,2013-02-22,,idm256
10,5017974324,01307110484,COMUNE DI FIRENZE,224633.64,211812.64,ACCODO QUADRO CON UN SINGOLO OPERATORE ECONOMICO PER AFFIDAMENTO SERVIZI MUSEALI,01-PROCEDURA APERTA,2013-06-10,2014-04-17,idm275
11,52751398AE,01307110484,COMUNE DI FIRENZE,17820,14691.6,NOLEGGIO MULTIFUNZIONE CONSIP 22 LOTTO 2 60 MESI OLIVETTI,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2014-11-05,2017-12-31,idm333
12,527774983F,01307110484,COMUNE DI FIRENZE,3041824.58,3942156.45,LAVORI DI REALIZZAZIONE NUOVA VIABILITA' DI CASCINE DEL RICCIO,01-PROCEDURA APERTA,2014-11-07,,idm353
13,52813579A9,01307110484,COMUNE DI FIRENZE,2604296.14,1687823.85,NUOVA VIABILITA' UGNANO - MANTIGNANO,01-PROCEDURA APERTA,2015-05-19,,idm918
14,5379723FD8,01307110484,COMUNE DI FIRENZE,360000,360000,CONCESSIONE DEL SERVIZIO DI TESORERIA COMUNALE PERIODO 01/01/2014 - 31/12/2018,01-PROCEDURA APERTA,2014-02-25,2018-12-31,idm1706
15,5446413A2E,01307110484,COMUNE DI FIRENZE,22180,22180,NOLEGGIO MULTIFUNZIONE CONSIP 20 LOTTO 2,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2014-01-14,2019-01-13,idm1729
16,544644114C,01307110484,COMUNE DI FIRENZE,18340.2,18340.2,NOLEGGIO MULTIFUNZIONE CONSIP 20 LOTTO 1,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2014-02-01,2019-01-31,idm1749
17,5449233154,01307110484,COMUNE DI FIRENZE,276556.75,276556.75,NOLEGGIO MULTIFUNZIONE CAPITOLATO OFFICE103 DEL MEPA CIG MASTER DELLA GARA 5316912,23-AFFIDAMENTO DIRETTO,2014-02-01,2019-01-31,idm1769
18,54527610BA,01307110484,COMUNE DI FIRENZE,3343038.93,3060452.84,"APPALTO MULTISERVICE RELATIVO A SERVIZI DI PULIZIA, PORTIERATO E FACCHINAGGIO PER UFFICI COMUNALI - LOTTO 1",01-PROCEDURA APERTA,2015-03-01,2020-02-29,idm1789
19,5452785487,01307110484,COMUNE DI FIRENZE,1659858.18,1535544.6,"APPALTO MULTISERVICE RELATIVO A SERVIZI DI PULIZIA, PORTIERATO E FACCHINAGGIO PER UFFICI COMUNALI - LOTTO 2",01-PROCEDURA APERTA,2015-03-01,2020-02-29,idm1855
20,5452808781,01307110484,COMUNE DI FIRENZE,940625.65,976881.51,"APPALTO MULTISERVICE RELATIVO A SERVIZI DI PULIZIA, PORTIERATO E FACCHINAGGIO PER UFFICI COMUNALI - LOTTO 3",01-PROCEDURA APERTA,2015-03-01,2020-02-29,idm1915
21,54528580C6,01307110484,COMUNE DI FIRENZE,973730.02,890735.82,"APPALTO MULTISERVICE RELATIVO A SERVIZI DI PULIZIA, PORTIERATO E FACCHINAGGIO PER UFFICI COMUNALI - LOTTO 4",01-PROCEDURA APERTA,2015-03-01,2020-02-29,idm1990
22,5452883566,01307110484,COMUNE DI FIRENZE,1446886.45,1370132.17,"APPALTO MULTISERVICE RELATIVO A SERVIZI DI PULIZIA, PORTIERATO E FACCHINAGGIO PER UFFICI COMUNALI - LOTTO 5",01-PROCEDURA APERTA,2015-03-01,2020-02-29,idm2077
23,5452907933,01307110484,COMUNE DI FIRENZE,1110664.56,976487.05,"APPALTO MULTISERVICE RELATIVO A SERVIZI DI PULIZIA, PORTIERATO E FACCHINAGGIO PER UFFICI COMUNALI - LOTTO 6",01-PROCEDURA APERTA,2015-03-01,2020-02-29,idm2149
24,5452917176,01307110484,COMUNE DI FIRENZE,2505168.56,2309191.04,"APPALTO MULTISERVICE RELATIVO A SERVIZI DI PULIZIA, PORTIERATO E FACCHINAGGIO PER UFFICI COMUNALI - LOTTO 7",01-PROCEDURA APERTA,2015-03-01,2020-02-29,idm2212
25,55862428B9,01307110484,COMUNE DI FIRENZE,151073.22,15093267,Prog. 291/13 – Mercato Centrale S. Lorenzo – Adeguamento impiantistico per l’ottenimento del C.P.I. . Cod. Op. 130345,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-03-17,2019-07-31,idm2278
26,5805727D78,01307110484,COMUNE DI FIRENZE,186747.61,150306.28,"Prog. 163/13 – Manutenzione Straordinaria degli impianti termici e idricosanitari a servizio della Scuola Desiderio da Settignano, Q2 e altre – Cod. Op. 120001",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-08-05,2019-03-22,idm2313
27,5851366BF7,01307110484,COMUNE DI FIRENZE,119952,119596.2,AFFIDAMENTO SERVIZIO DI SORVEGLIANZA SANITARIA DEI DIPENDENTI COMUNALI E NOMINA DEL MEDICO COMPETENTE,01-PROCEDURA APERTA,2017-01-03,2018-01-02,idm2381
28,5903675ABB,01307110484,COMUNE DI FIRENZE,5900,5900,NOLEGGIO MULTIFUNZIONE CONVENZIONE CONSIP 23 L2 - x servizio contenzioso P.M. conf. E periodo  dal 1/10 al 30/09/2019 impegnati solo i primi tre anni,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2014-11-17,2019-11-16,idm2413
29,5904370841,01307110484,COMUNE DI FIRENZE,190575.88,172835.68,PROROGA MESE SETTEMBRE 2014 GUARDIANIA E BIGLIETTERIA MUSEI CIVICI FIORENTINI,23-AFFIDAMENTO DIRETTO,2014-09-01,2014-09-30,idm2433
30,5904437F89,01307110484,COMUNE DI FIRENZE,33636,32597.15,PROROGA MESE DI SETTEMBRE SERVIZI INTEGRATIVI MUSEI CIVICI FIORENTINI,23-AFFIDAMENTO DIRETTO,2014-09-01,2014-09-30,idm2481
31,59246106D5,01307110484,COMUNE DI FIRENZE,4000,0,"Manutenzione straordinaria  alberature aree verdi Quartiere 1 in riva destra d’Arno “ , cod. opera 110008  Riduzione impegno di spesa 2018/4536 assunto con atto 11449/2014- Assunzione  impegno di spesa a favore di VIAGGI Raffaele -  Ditta subappaltat",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm2521
32,59751398AE,01307110484,COMUNE DI FIRENZE,17820,16473.6,NOLEGGIO MULTIFUNZIONE CONSIP 22 LOTTO 2 60 MESI OLIVETTI,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2015-02-17,2019-10-04,idm2533
33,5975175664,01307110484,COMUNE DI FIRENZE,31652,31148.63,NOLEGGIO MULTIFUNZIONE CONSIP 23 LOTTO 1 60 MESI KYOCERA,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2015-03-13,2019-12-30,idm2553
34,59751956E5,01307110484,COMUNE DI FIRENZE,5340,5049.27,NOLEGGIO MULTIFUNZIONE CONSIP 23 LOTTO 2 60 MESI OLIVETTI,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2015-01-09,2019-10-04,idm2573
35,5984859DDF,01307110484,COMUNE DI FIRENZE,49278,49278,CONTINUAZIONE SERVIZI DI GUARDIANIA - 01/11/2014 - 15/12/2014,23-AFFIDAMENTO DIRETTO,2014-11-01,2014-12-15,idm2593
36,6032450737,01307110484,COMUNE DI FIRENZE,102385,81607,AFFIDAMENTO SERVIZIO DI SVILUPPO PIATTAFORMA SOFTWARE ALTERAZIONI-CONCESSIONI S.P. -ORDINANZE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2014-12-19,,idm2633
37,6156623E02,01307110484,COMUNE DI FIRENZE,253110.65,261190.53,RIQUALIFICAZIONE URBANA DA P.ZA V.VENETO A P.UCCELLO- REALIZZAZIONE FOGNATURA E IMPIANTO DI POMPAGGIO ACQUE REFLUE V.LE F.ROSSELLI FASE C,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2016-11-04,,idm2652
38,624099472B,01307110484,COMUNE DI FIRENZE,210483.69,210483.69,Affidamento centri estivi 2015 - lotto Q2,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-06-15,2015-08-28,idm2680
39,62716644DB,01307110484,COMUNE DI FIRENZE,192000,192000,CONCESSIONE DEL SERVIZIO DI CAFFETTERIA E RISTORAZIONE E RELATIVI SPAZI PRESSO LA BIBLIOTECA DELLE OBLATE E LA BIBLIOTECANOVA,01-PROCEDURA APERTA,2015-11-01,2019-10-31,idm2712
40,6302410143,01307110484,COMUNE DI FIRENZE,37200.6,37200.6,"Q. 2 - Aggiudicazione definitiva appalto servizi di sostegno extrascolastico Il Cerchio
2015/DD/06536 assegnato il 08/09/2015",01-PROCEDURA APERTA,2015-09-18,2017-06-30,idm2735
41,63024366B6,01307110484,COMUNE DI FIRENZE,50013.14,50013.14,"Q.3 - Aggiudicazione definitiva appalto servizi di sostegno extrascolastico  Tutta mia la città 
2015/DD/06536 assegnato il 08/09/2015",01-PROCEDURA APERTA,2015-09-18,2017-06-30,idm2755
42,6302441AD5,01307110484,COMUNE DI FIRENZE,52472.27,52472.27,"Q.4 - Aggiudicazione definitiva appalto servizi di sostegno extrascolastico  Spazio insieme
2015/DD/06536",01-PROCEDURA APERTA,2015-09-18,2017-06-30,idm2775
43,63203917A5,01307110484,COMUNE DI FIRENZE,63440,63440,GEOSYSTEMS aggiudicazione RDO su MEPA WEBRU DD 8288/2015,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-12-14,2019-01-31,idm2795
