n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
1,Z852AC4FD8,00229080338,Comune di Piacenza,279.00,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm3
2,Z412AC5025,00229080338,Comune di Piacenza,125.00,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm21
3,ZAC2AC508D,00229080338,Comune di Piacenza,395.00,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm39
4,ZE12AC511C,00229080338,Comune di Piacenza,1880.00,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm57
5,ZC22AC5194,00229080338,Comune di Piacenza,2480.00,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm75
6,Z8E2AC5245,00229080338,Comune di Piacenza,75.00,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm93
7,Z592AC52B1,00229080338,Comune di Piacenza,89.00,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm111
8,Z892AC51E7,00229080338,Comune di Piacenza,468.00,0.00,Abbonamenti e pubblicazioni di carattere tecnico-giuridico ad uso uffici comunali per anno 2020,23-AFFIDAMENTO DIRETTO,,,idm129
9,ZA82AE156E,00229080338,Comune di Piacenza,120.00,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm147
10,ZC22AE1498,00229080338,Comune di Piacenza,35.00,0.00,ABBONAMENTI E PUBBLICAZIONI TECNICO-GIURIDICHE AD USO UFFICI COMUNALI,23-AFFIDAMENTO DIRETTO,,,idm165
11,ZF92AE16AC,00229080338,Comune di Piacenza,96.00,0.00,ABBONAMENTI TECNICO-GIURIDICI PER UFFICI COMUNALI,23-AFFIDAMENTO DIRETTO,,,idm183
12,Z8C2AE0DE2,00229080338,Comune di Piacenza,500.00,0.00,"AFFIDAMENTO DIRETTO ALLA
COMPAGNIA ASSICURATIVA LLOYD'S SPA DELLA POLIZZA ASSICURATIVA A
COPERTURA DELLA MOSTRA ¿SULLE TRACCE DI STEFANO FUGAZZA¿",23-AFFIDAMENTO DIRETTO,,,idm201
13,Z432B14B4B,00229080338,Comune di Piacenza,3500.00,0.00,INSERZIONI LEGALI SU QUOTIDIANI IN OTTEMPERANZA ALLE VIGENTI DISPOSIZIONI NORMATIVE PER IL PERIODO DAL 1 GENNAIO 2020 AL 31 DICEMBRE 2020,23-AFFIDAMENTO DIRETTO,,,idm219
14,Z4C2B14AC7,00229080338,Comune di Piacenza,3500.00,0.00,INSERZIONI LEGALI SU QUOTIDIANI IN OTTEMPERANZA ALLE VIGENTI DISPOSIZIONI NORMATIVE PER IL PERIODO DAL 1 GENNAIO 2020 AL 31 DICEMBRE 2020,23-AFFIDAMENTO DIRETTO,,,idm237
15,ZB72B14939,00229080338,Comune di Piacenza,3500.00,0.00,INSERZIONI LEGALI SU QUOTIDIANI IN OTTEMPERANZA ALLE VIGENTI DISPOSIZIONI NORMATIVE PER IL PERIODO DAL 1 GENNAIO 2020 AL 31 DICEMBRE 2020,23-AFFIDAMENTO DIRETTO,,,idm255
16,Z9D2B14A0F,00229080338,Comune di Piacenza,3500.00,0.00,INSERZIONI LEGALI SU QUOTIDIANI IN OTTEMPERANZA ALLE VIGENTI DISPOSIZIONI NORMATIVE PER IL PERIODO DAL 1 GENNAIO 2020 AL 31 DICEMBRE 2020,23-AFFIDAMENTO DIRETTO,,,idm273
17,Z992B14800,00229080338,Comune di Piacenza,3500.00,0.00,INSERZIONI LEGALI SU QUOTIDIANI IN OTTEMPERANZA ALLE VIGENTI DISPOSIZIONI NORMATIVE PER IL PERIODO DAL 1 GENNAIO 2020 AL 31 DICEMBRE 2020,23-AFFIDAMENTO DIRETTO,,,idm291
18,Z7E2AC4B04,00229080338,Comune di Piacenza,720.00,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm309
19,Z552AC4BBB,00229080338,Comune di Piacenza,199.99,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm327
20,Z202ADE7F3,00229080338,Comune di Piacenza,199.99,0.00,"ABBONAMENTI A
PUBBLICAZIONI E RIVISTE DI CARATTERE TECNICO - GIURIDICO AD USO DEGLI
UFFICI COMUNALI PER L'ANNO 2020",23-AFFIDAMENTO DIRETTO,,,idm345
