n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
1,4661626F74,00514490010,Città di Torino,596639.00,223569.00,"PROCEDURA RISTRETTA PER IL SERVIZIO DI SCANSIONE, LETTURA OTTICA E CORREZIONE VERBALI",02-PROCEDURA RISTRETTA,2013-01-01,2018-12-31,idm3
2,ZF407586BD,00514490010,Città di Torino,31368.00,0.00,SISTEMAZIONE VIE NUOVA COMUNALIZZ. LOTTO 7 B - BIL. 2009 - VIA SANTAGATA- SPOSTAMENTO UTENZA A SEGUITO ESPROPRIO - AFFIDAMENTO AD ENI SPA - IMPORTO DI...,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2013-03-19,2014-09-29,idm20
3,2528460731,00514490010,Città di Torino,4937068.00,5579684.00,IRIDE SERVIZI S.P.A. SPESE DI ESERCIZIO E MANUTENZIONE IMPIANTI DI ILLUMINAZIONE PUBBLICA. INTEGRAZIONE IMPEGNO DI SPESA PER L'ANNO 2012 - IMPORTO ...,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2012-01-01,2012-12-31,idm40
4,47188863EA,00514490010,Città di Torino,14409458.00,14365050.00,IGIENE AMBIENTALE,02-PROCEDURA RISTRETTA,2013-01-01,2033-12-31,idm57
5,4886209339,00514490010,Città di Torino,308903.00,301988.00,ACQUISTO DI PERIODICI STRANIERI,01-PROCEDURA APERTA,2014-01-01,2015-12-31,idm77
6,48862748DB,00514490010,Città di Torino,57072.00,55355.00,ACQUISTO DI PERIODICI ITALIANI,01-PROCEDURA APERTA,2014-01-01,2015-12-31,idm94
7,2105754B29,00514490010,Città di Torino,383679.00,185325.00,M.S. EX ISTITUTO DI RIPOSO PER LA VECCHIAIA V. S. MARINO 10/ C. UNIONE SOVIETICA 220-APPROVAZIONE OPERE SUPPLETIVE E IN VARIANTE-DIFFERIMENTO TERMINE ...,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2012-02-01,2013-07-09,idm111
8,4914427972,00514490010,Città di Torino,23765.00,0.00,AFFIDAMENTO PER LA FORNITURA DI BIGLIETTI ED ABBONAMENTI URBANI E SUBURBANI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2013-01-01,2013-12-31,idm125
9,47188863EA,00514490010,Città di Torino,14310382.00,14240382.00,IGIENE AMBIENTALE MARZO 2013,02-PROCEDURA RISTRETTA,2013-01-01,2033-12-31,idm142
10,47188863EA,00514490010,Città di Torino,5385822.00,905484.00,VIABILITA' INVERNALE,23-AFFIDAMENTO DIRETTO,2011-11-01,2013-03-31,idm162
11,47188863EA,00514490010,Città di Torino,14423245.00,14358915.00,IGIENE AMBIENTALE 2013,01-PROCEDURA APERTA,2013-01-01,2033-12-31,idm179
12,Z070734EE6,00514490010,Città di Torino,38158.00,38158.00,INTERVENTO DI E.A.P. SOVV. ANZIANI IN TORINO VIA VAGNONE 15 (C.O. 3868 CUP C13F10053920002). AFFIDAM. INCARICO PROF.LE PER LA VERIFICA DEL PROGETTO ...,23-AFFIDAMENTO DIRETTO,2013-05-23,2014-12-30,idm199
13,37447666A8,00514490010,Città di Torino,76430.00,10798.00,NTERVENTO DI E.A.P. SOVVENZ. PER ANZIANI IN TORINO - VIA CHAMBERY (C.O. 3869 CUP C13F10053930002). AFFIDAMENTO INCARICO PROF.LE SERVIZIO TECNICO DI ...,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2013-07-09,2014-04-09,idm225
14,47188863EA,00514490010,Città di Torino,21388953.00,21318953.00,CONTRATTO DI SERVIZIO FRA LA CITTA' DI TORINO E L'AMIAT S.P.A. PER LA GESTIONE DEL SERVIZIO DI IGIENE AMBIENTALE NELL'ANNO 2013,01-PROCEDURA APERTA,2013-01-01,2033-12-31,idm280
15,3894626B09,00514490010,Città di Torino,145324.00,0.00,INTERVENTO DI E. A. P. SOVVENZIONATA PER ANZIANI IN TORINO P. D. REPUBBLICA 13 LOTTO 2 (C.O. 2410) AFFIDAMENTO INCARICO PROF.LE DI COORDINATORE IN ...,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2013-06-14,2014-03-14,idm297
