n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
1,0000000000,80000330656,Comune di Salerno,0,0,Procedura aperta per la dismissione del 100% del capitale di Centrale del Latte di Salerno S.p.A. detenuto dal Comune di Salerno,01-PROCEDURA APERTA,,,idm3
2,3040621FCF,80000330656,Comune di Salerno,120000.0,0,Affidamento prestazioni di implementazione di SCACCO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,,,idm15
3,4246574FB5,80000330656,Comune di Salerno,7490.0,7490.0,TELECOM SPA FORNITURA ESPANSIONE DISCHI PER SISTEMA DL580G5 HP AFFIDAMENTO E IMPEGNO SPESA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,,,idm33
4,489565022F,80000330656,Comune di Salerno,505075.07,492002.62,"Completamento impianto sportivo "" V. VOLPE"".",22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2013-07-23+02:00,,idm51
5,4899506042,80000330656,Comune di Salerno,51582.3,51582.3,Acquisto in economia con l'utilizzo del MEPA ai sensi del D.P.R.207/2010 con il criterio del prezzo più basso ai sensi dell'art.82 c.2 lett.b D.Lgs.163/'06,02-PROCEDURA RISTRETTA,,,idm127
6,4903150F5D,80000330656,Comune di Salerno,55450.08,0,Noleggio veicoli occorrenti a vari Settori e Servizi Comunali. Adesione convenzione Consip del 25.7.2011,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2013-10-22+02:00,,idm157
7,4931089F5B,80000330656,Comune di Salerno,902347.39,145739.1,Ristrutturazione ex cinema Diana 2 lotto completamento allestimento teatro,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2013-07-11+02:00,,idm176
8,494394614E,80000330656,Comune di Salerno,9000.0,0,AFFIDAMENTO ATTIVITA DI MODIFICHE E AGGIORNAMENTI SOFTWARE ALBO OPERATORI ECONOMICI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2013-05-13+02:00,,idm252
9,4957084B1D,80000330656,Comune di Salerno,19900.0,19900.0,ACQUISIZIONE  DEL SISTEMA DI GESTIONE SOFTWARE INTEGRATO DELLA GARE  DI APPALTO E DELL'ALBO FORNITORI - II LOTTO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2013-03-07+01:00,,idm271
10,4986302A92,80000330656,Comune di Salerno,1703935.86,0,Intervento di riqualificazione e di arredo dell¿arenile di S. Teresa,01-PROCEDURA APERTA,,,idm290
11,504431084A,80000330656,Comune di Salerno,62535.41,0,Lavori di potenziamento della rete idrica in località Brignano Inferiore.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,,,idm338
12,5132774319,80000330656,Comune di Salerno,87865.37,40086.85,Lavori di manutenzione edifici pubblici comunali non residenziali,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2013-10-10+02:00,,idm383
13,5160619584,80000330656,Comune di Salerno,3072.0,0,ATTIVITÀ MANUTENZIONE STRAORDINARIA PER RIPRISTINO SISTEMA PUBBLICO DI CONNETTIVITA',26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2013-06-06+02:00,,idm459
14,517334180A,80000330656,Comune di Salerno,74385.0,0,"Indizione procedura di acquisto in economia, con utilizzo del Mercato elettronico ai sensi della L.94/2012, per gli interventi di ripristino della segnaletica orizzontale sul territorio cittadino",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2014-07-08+02:00,,idm478
15,5181292969,80000330656,Comune di Salerno,6452513.97,6766545.61,"Lavori di difesa, riqualificazione e valorizzazione della costa del Comune di Salerno, Ambito 3 - II stralcio - 1° lotto.",01-PROCEDURA APERTA,2014-06-05+02:00,2018-06-07+02:00,idm500
16,51911944CE,80000330656,Comune di Salerno,91200.0,0,Termodistruzione di materiali combustibili (lignei resti di vestiario etc) rinvenienti dalle operazioni di esecuzioni presso il Cinietro Urbano - Anno 2013 -14,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,,,idm567
17,52323152EE,80000330656,Comune di Salerno,86109.56,41458.0,IMPIANTI SPORTIVI  - Lavori di manutenzione straordinarie delle strutture sportive comunali  - ANNO 2013,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2014-01-20+01:00,,idm588
18,5248167C67,80000330656,Comune di Salerno,433289.27,0,Urbanizzazione primaria ERP n. 5 Matierno - Completamento variante Matierno,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2013-12-09+01:00,,idm664
19,52514723C9,80000330656,Comune di Salerno,0,93937.17,Lavori di ampliamento asilo nido comunale via O. Da Craco,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,2013-12-24+01:00,,idm740
20,52517400f3,80000330656,Comune di Salerno,47500.0,0,"Lavori di realizzazione di una piattaforma elevatrice ad azionamento oleoidinamico da installarsi presso la scuola elementare ""Medaglie D'Oro""",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2013-11-11+01:00,,idm753
21,5286846B53,80000330656,Comune di Salerno,12000.0,0,SERVIZI CONSULENZA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2013-08-12+02:00,,idm781
22,53976834EB,80000330656,Comune di Salerno,623585.43,780286.65,Lavori di manutenzione  straordinaria stradale e fognaria della zona occidentale della città  - lotto A.,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,,,idm800
23,5397965D9F,80000330656,Comune di Salerno,627449.58,797580.54,Lavori di manutenzione  straordinaria stradale e fognaria della zona orientale  della città  - lotto B.,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,,,idm875
24,540231428B,80000330656,Comune di Salerno,15118.32,0,"FORNITURA DI PRODOTTI E SERVIZI PER LA REALIZZAZIONE , MANUTENZIONE E GESTIONE DI RETI LOCALI. CONVENZIONE CONSIP DEL 08/10/2012.",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2013-12-24+01:00,,idm950
25,54102431C3,80000330656,Comune di Salerno,100000.0,62118.0,LAVORI DI SOMMA URGENZA DI VERIFICA E CONSOLIDAMENTO DEI SOLAI DEL PALAZZO DI CITTA',23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2013-09-18+02:00,,idm969
26,54716314BD,80000330656,Comune di Salerno,48449.39,0,Fornitura e posa in opera di alberature e cespugli,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2014-04-22+02:00,,idm988
27,55277950BE,80000330656,Comune di Salerno,159000.0,0,"ACQUISTO DELLE PROCEDURE DI CONTABILITA' GENERALE, GOVERNANCE PARTECIPATE, CONTROLLO DI GESTIONE, GESTIONE INTEGRATA GIURIDICA RETRIBUITIVA DELLE RISORSE UMANE, SU PIATTAFORMA SICRA WEB INTEGRATA CON SIMEL 3",03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,2013-12-27+01:00,,idm1040
28,55570720E3,80000330656,Comune di Salerno,5711.57,0,"FORNITURA DI PRODOTTI E SERVIZI PER REALIZZAZIONE, MANUTENZIONE E GESTIONE DI RETE COLLEGAMENTO PRESSO QUESTURA",26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm1059
29,5568316FB6,80000330656,Comune di Salerno,85000.0,0,PALAZZO DI CITTA INTERVENTI URGENTI AL TORRINO ASCENSORE SCALA E LAVORI DI CONSOLIDAMENTO E MESSA IN SICUREZZA DEI SOLAI III E IV PIANO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2013-12-10+01:00,,idm1077
30,5639537527,80000330656,Comune di Salerno,0.0,0,lotto 3° - Fondo previdenza complementare VV.UU.,01-PROCEDURA APERTA,,,idm1096
31,567391244D,80000330656,Comune di Salerno,52459.0,0,"EDILIZIA GIUDIZIARIA - lavori di trasloco, trasporto e facchinaggio presso gli Uffici Giudiziari . SMART CIG N. 567391244D",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,,,idm1123
32,5699245DBE,80029950658,"Direzione Didattica Statale 8° circolo ""Don Milani""",0,0,"Appalto di lavori e forniture necessari per la realizzazione dell'intervento PON FESR 2007/2013-Campania-Asse II, obbiettivo C - Direzione didattica Statale VIII Circolo ""Don Milani""",22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,,,idm1153
33,57099510A1,95121350656,Istituto Comprensivo Alfano-Quasimodo,0,0,"Appalto dei lavori previsti dal piano integrato di intervento FESR06-POR-Campania 2010-881 - ASSE II, Obbiettivo C,per il plesso Alfano in via Dei Mille,41",22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,,,idm1165
34,57630299F8,80000330656,Comune di Salerno,264480.0,0,"Procedura aperta per l'affidamento  del servizio postale per il Comune di Salerno comprendente: il ritiro, l'affrancatura, lo smistamento e la distribuzione su tutto il territorio nazionale e, ove richiesto, extra nazionale della corrispondenza - CIG",01-PROCEDURA APERTA,,,idm1177
35,576561827D,80000330656,Comune di Salerno,51768.64,0,"CIMITERO URBANO - Lavori di manutenzione per  rifacimento del tappetino bituminoso al viale centrale e alcuni vialetti, rimozione materiali ipogeo, sostituzione vetri campanile, ripristino rete fognaria lato sx ingresso principale",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm1204
36,576738764F,80000330656,Comune di Salerno,746177.8,0,Interventi di manutenzione stradale e fognaria e riqualificazione urbana dei quartieri cittadini.,01-PROCEDURA APERTA,,,idm1279
37,576776918D,80000330656,Comune di Salerno,4741.78,0,PRESIDI ON SITE PER ELEZIONI PARLAMENTO EUROPEO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,,idm1297
38,5776416148,80000330656,Comune di Salerno,713.7,0,PRESIDIO TECNICO-SISTEMISTICO HP,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,,,idm1315
39,5776507C5D,80000330656,Comune di Salerno,39500.0,0,Assistenza applicativi settore Tributi,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,,,idm1333
40,58053939D9,80000330656,Comune di Salerno,252898.75,0,CONTRATTI DI QUARTIERE II - LAVORI DI REALIZZAZIONE DI UNA FOGNATURA IN VIA C. GATTI,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,,,idm1351
41,5808321A1C,80000330656,Comune di Salerno,394230.4,349847.72,"Procedura aperta per l'affidamento  del servizio di noleggio, lavaggio, manutenzione, ecc., nonché della sola fornitura,  dei DPI e degli indumenti di lavoro per il personale dipendente del comune di Salerno per un periodo di 48 mesi.  Determinazione",01-PROCEDURA APERTA,2015-04-15+02:00,2019-11-30+01:00,idm1426
