n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
1,0000000000,80015010723,Comune di Bari - Ripartizione Ragioneria Generale,1760.0,0,"PARTECIPAZIONE DEL DIRETTORE DI RAGIONERIA E DAL DIRETTORE DEL SETTORE BILANCIO  AL CORSO DI FORMAZIONE ""L'ARMONIZZAZIONE CONTABILE DEGLI ENTI TERRITORIALI"" ORGANIZZATO DALLA OPTIME SRL",23-AFFIDAMENTO DIRETTO,,,idm3
2,0000000000,80015010723,"Comune di Bari - Ripartizione Stazione Unica Appaltante, Contratti e Gestione Lavori Pubblici",13500.0,0,Fornitura 1000 licenze software XXXXXXXX,23-AFFIDAMENTO DIRETTO,,,idm21
3,0000000000,80015010723,Comune di Bari - Ripartizione Ragioneria Generale,4050.0,3510.0,"ACQUISTO DI UN ABBONAMENTO A N. 15 GIORNATE DI STUDIO/PARTECIPANTI ORGANIZZATE DA ISFORM & CONSULTING SRL, PER LE ESIGENZE DELLA RIPARTIZIONE RAGIONERIA GENERALE",23-AFFIDAMENTO DIRETTO,2016-11-22+01:00,,idm54
4,0000000000,80015010723,Comune di Bari - Ripartizione Ragioneria Generale,387.0,387.0,"VIDEO SEMINARIO SU ""IMPOSTA DI BOLLO"" BARI, 8 NOVEMBRE 2016 - PARTECIPAZIONE 1 UNITA' UFFICIO MANDATI  - RIP. RAGIONERIA GENERALE",23-AFFIDAMENTO DIRETTO,2016-01-08+01:00,2016-11-08+01:00,idm73
5,0000000000,80015010723,Comune di Bari - Staff Direzione Generale,1537.2,512.4,"Abbonamento triennale alla Banca dati on line ""Appalti e Contratti"" e ""Public Utilities.it""",23-AFFIDAMENTO DIRETTO,2016-04-01+02:00,,idm93
6,0000000000,80015010723,Comune di Bari - Staff Direzione Generale,252.0,252.0,"Abbonamento alla rivista telematica ""appaltieriserve.it"" di Presslex.",23-AFFIDAMENTO DIRETTO,2016-04-01+02:00,,idm112
7,0000000000,80015010723,"Comune di Bari - Ripartizione Stazione Unica Appaltante, Contratti e Gestione Lavori Pubblici",0,0,"Procedura aperta PR17008: Procedura di selezione in applicazione della Convenzione rep. 182294 del 29/07/2011 con il Soggetto Attuatore, finalizzata alla designazione del professionista cui conferire l'affidamento dei SERVIZI TECNICI PROFESSIONALI IN",01-PROCEDURA APERTA,,,idm131
8,0000000000,80015010723,Comune di Bari - Staff Direzione Generale,1751.86,1751.86,"Abbonamento a ""Il Foro Italiano. Banca dati on line""",23-AFFIDAMENTO DIRETTO,2016-04-01+02:00,,idm143
9,0000000000,80015010723,Comune di Bari - Staff Direzione Generale,676.0,676.0,Abbonamento alla rivista telematica Lexitalia.it - Premium.,23-AFFIDAMENTO DIRETTO,2016-04-01+02:00,,idm162
10,0000000000,80015010723,Comune di Bari - Staff Direzione Generale,1354.2,451.4,"Abbonamento triennale alla banca dati on-line ""Il Personale.it"".",23-AFFIDAMENTO DIRETTO,2016-04-01+02:00,,idm181
11,0000000000,80015010723,Comune di Bari - Ripartizione Segreteria Generale,15000.0,0,SERVIZI AGGIUNTIVI AL DECORO E ARREDO URBANO,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2017-12-31+01:00,,idm200
