n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
1,7778327E7C,00339370272,Comune di Venezia,1305408.05,315693.67,"SFMR APPALTO D3 TRATTA 1-VENEZIA- MESTRE, QUARTO D'ALTINO- NODO GAZZERA- 2° LOTTO",01-PROCEDURA APERTA,2019-11-14,2020-08-12,idm3
2,77675923B2,00339370272,Comune di Venezia,223521.95,153441.50,INTERVENTI DIFFUSI DI MESSA IN SICUREZZA GIUNTI DI DILATAZIONE PRESSO LA TERRAFERMA VENEZIANA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-07-01,2019-12-04,idm35
3,774234620A,00339370272,Comune di Venezia,131526.14,138024.41,LAVORI DI MANUTENZIONE E RISANAMENTO IGIENICO ALLA EX SCUOLA GIOVANNI PASCOLI A CAMPALTO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-06-25,2019-09-27,idm67
4,777728529D,00339370272,Comune di Venezia,287213.44,342632.92,EDILIZIA SCOLASTICA TERRAFERMA - MANUTENZIONE ORDINARIA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-04-04,2019-12-16,idm99
5,7765474FDA,00339370272,Comune di Venezia,190937.06,188082.55,4.20 RAFFORZAMENTO AZIONE P.A.: COMPLESSO SPORTIVO PALESTRA-PISCINA BISSUOLA: RISANAMENTO PARTE SUPERIORE DEL PACCHETTO DI COPERTURA CON RIFACIMENTO DEL MANTO IMPERMEABILIZZANTE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-07-17,2019-11-25,idm131
6,7853492A9C,00339370272,Comune di Venezia,219692.06,109807.97,4.19 RAFFORZAMENTO AZIONE P.A.: CENTRO SPORTIVO CALCIO FAVARO VENETO: RISANAMENTO IGIENICO SANITARIO SPOGLIATOI CON ADEGUAMENTI E MESSA A NORMA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-06-24,2020-02-16,idm178
7,7878626FD6,00339370272,Comune di Venezia,314124.80,225.00,"EX SCUOLA EDISON - INTERVENTO DI ADEGUAMENTO, MESSA A NORMA E RIMOZIONE AMIANTO DAL TETTO DELL'EDIFICIO",01-PROCEDURA APERTA,2019-10-16,2020-04-12,idm270
8,7870599FBF,00339370272,Comune di Venezia,182328.75,18404.79,IMPIANTO FOGNARIO ACQUE BIANCHE E ASFALTATURA STRADE LATERALI DI VIA PASQUALIGO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-10-07,2020-02-03,idm428
9,7861120172,00339370272,Comune di Venezia,226511.59,13207.46,COMPLETAMENTO PISTA CICLABILE MESTRE-SPINEA LUNGO VIA MIRANESE E POTENZIAMENTO DELL'ESISTENTE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-08-19,2020-05-01,idm448
11,79439334E4,00339370272,Comune di Venezia,148520.09,1362.47,REALIZZAZIONE DI PERCORSO CICLOPEDONALE DI COLLEGAMENTO TRA IL NUOVO CAVALCAVIA DI CHIRIGNAGO E VIA MIRANESE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2020-01-13,2020-07-25,idm635
12,0000000000,00339370272,Comune di Venezia,367260.67,225.00,VE4.2.1.B - COMPLETAMENTO TEATRO AL PARCO DELLA BISSUOLA - RECUPERO EDIFICI PER ATTIVITA' SOCIO-CULTURALI FINALIZZATE ALL'ANIMAZIONE DELLE COMUNITA' EMARGINATE (INTERVENTO PON METRO),01-PROCEDURA APERTA,2019-12-02,2020-05-31,idm667
13,8018337D01,00339370272,Comune di Venezia,131885.63,.00,EFFICIENTAMENTO ENERGETICO DEGLI IMPIANTI DI ILLUMINAZIONE PUBBLICA DELLA TERRAFERMA VENEZIANA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-10-24,2020-03-14,idm726
14,7994861003,00339370272,Comune di Venezia,142610.07,.00,MESSA IN SICUREZZA E ADEGUAMENTI IMPIANTISTICI DEI FORTI DELLA TERRAFERMA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-29,2020-09-23,idm776
15,80042525B4,00339370272,Comune di Venezia,197011.00,4133.12,INTERVENTI DI VIABILITA' E MESSA IN SICUREZZA ZONA VIALE SAN MARCO A SUD DI VIA MOLMENTI (QUARTIERE ARETUSA E SAN TEODORO) A MESTRE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-10,2020-01-08,idm829
16,80119652AD,00339370272,Comune di Venezia,173768.37,48543.06,INTERVENTI DI FLUIDIFICAZIONE DEI NODI VIARI E DEI COLLEGAMENTI SOSTENIBILI TRA PARCHEGGI SCAMBIATORI E CENTRO CITTA' LOTTO 2,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-12-26,2020-04-02,idm861
17,7990010CD3,00339370272,Comune di Venezia,198133.05,.00,"MESSA IN SICUREZZA PIAZZA S. ANTONIO E PIAZZA MERCATO, A MARGHERA",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-09-11,2019-12-09,idm887
18,0000000000,00339370272,Comune di Venezia,1364104.00,3117.76,MANUTENZIONE STRADE E MARCIAPIEDI TERRAFERMA,01-PROCEDURA APERTA,2020-01-01,2020-12-30,idm922
19,Z8F26A7375,00339370272,Comune di Venezia,211609.73,37425.45,VE4.2.1.A - INTERVENTO DI RECUPERO DELL'EDIFICIO POLIFUNZIONALE DI ASSEGGIANO (INTERVENTO PON METRO),04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2020-04-01,2020-09-15,idm975
20,0000000000,00339370272,Comune di Venezia,344994.07,3647.53,VE4.2.1.A - PALESTRA EX EDISON - INTERVENTO DI ADEGUAMENTO E MESSA A NORMA CON REALIZZAZIONE NUOVI SPOGLIATOI E RIMOZIONE AMIANTO DALLA COPERTURA DELLA PALESTRA (INTERVENTO PON METRO),04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2020-04-24,2020-12-19,idm998
21,ZA425C514E,00339370272,Comune di Venezia,5092.60,5092.60,Fornitura di materiale per le dotazione di sicurezza imbarcazioni comunali,23-AFFIDAMENTO DIRETTO,2018-12-03,2019-12-31,idm1108
22,Z672615EC5,00339370272,Comune di Venezia,140.00,140.00,TRASPORTO BARCA,23-AFFIDAMENTO DIRETTO,2018-12-03,2018-12-12,idm1128
23,Z1025EFDFB,00339370272,Comune di Venezia,1380.00,1380.00,servizio di analisi per monitoraggio biologico - per operatori di Polizia Locale,23-AFFIDAMENTO DIRETTO,2018-12-04,2018-12-31,idm1148
24,Z0E26206F4,00339370272,Comune di Venezia,588.00,588.00,"UFF.GEDI.186 Determinazione a contrattare ai sensi dell'art. 192 T.U.E.L. per l'acquisto di piccole attrezzature e materiale vario di consumo per il personale e gli uffici, le attività d'istituto ed il funzionamento del Corpo della Polizia Locale -",23-AFFIDAMENTO DIRETTO,2018-12-04,2018-12-31,idm1168
25,Z9C261FC34,00339370272,Comune di Venezia,1108.51,1108.51,"UFF.GEDI.186 Determinazione a contrattare ai sensi dell'art. 192 T.U.E.L. per l'acquisto di piccole attrezzature e materiale vario di consumo per il personale e gli uffici, le attività d'istituto ed il funzionamento del Corpo della Polizia Locale -",23-AFFIDAMENTO DIRETTO,2018-12-04,2018-12-31,idm1188
26,ZA8261FA89,00339370272,Comune di Venezia,599.00,599.00,"UFF.GEDI.186 Determinazione a contrattare ai sensi dell'art. 192 T.U.E.L. per l'acquisto di piccole attrezzature e materiale vario di consumo per il personale e gli uffici, le attività d'istituto ed il funzionamento del Corpo della Polizia Locale -",23-AFFIDAMENTO DIRETTO,2018-12-04,2018-12-31,idm1208
27,Z6F2620896,00339370272,Comune di Venezia,286.00,286.00,"UFF.GEDI.186 Determinazione a contrattare ai sensi dell'art. 192 T.U.E.L. per l'acquisto di piccole attrezzature e materiale vario di consumo per il personale e gli uffici, le attività d'istituto ed il funzionamento del Corpo della Polizia Locale -",23-AFFIDAMENTO DIRETTO,2018-12-04,2018-12-31,idm1228
28,Z0626071D3,00339370272,Comune di Venezia,440.00,0.00,Fornitura di targhe e medaglie,23-AFFIDAMENTO DIRETTO,2018-12-04,2018-12-31,idm1248
29,Z8926207C0,00339370272,Comune di Venezia,2318.90,2318.90,"UFF.GEDI.186 Determinazione a contrattare ai sensi dell'art. 192 T.U.E.L. per l'acquisto di piccole attrezzature e materiale vario di consumo per il personale e gli uffici, le attività d'istituto ed il funzionamento del Corpo della Polizia Locale -",23-AFFIDAMENTO DIRETTO,2018-12-04,2018-12-31,idm1268
