n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
1,ZF019F60B7,00175660554,COMUNE DI TERNI -  Direzione Attività Finanziarie,819.67,819.67,Lavori di facchinaggio per conto dell''''ente Soc.Coop.So.L.co,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-05-16,2019-05-16,idm3
2,Z5B25B5F10,00175660554,COMUNE DI TERNI - Direzione Manutenzioni - Patrimonio,10430.80,0.00,Urgenti interventi di rigenerazione ambientale. Spostamento di due reperti di archeologia industriale utilizzati come contenitori per discarica abusiva di rifiuti urbani da piazzale Officine Bosco a viale Luigi Campofregoso.,07-SISTEMA DINAMICO DI ACQUISIZIONE,2018-12-10,2019-01-04,idm23
3,ZF524F3C49,00175660554,COMUNE DI TERNI - Direzione Attività economiche - Innovazione,35368.48,35368.48,CANONI MANUTENTIVI 2018. ASSISTENZA APPLICATIVI VERTICALI,23-AFFIDAMENTO DIRETTO,2018-09-18,2018-09-29,idm43
4,Z6E2552BE7,00175660554,COMUNE DI TERNI - Direzione Attività economiche - Innovazione,6203.70,6203.70,ACQUISTO PC FASCIA ALTA MM,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2018-10-24,2018-11-27,idm63
5,Z9F25CCC7A,00175660554,COMUNE DI TERNI - Direzione Attività economiche - Innovazione,3904.00,3904.00,INTERVENTI TECICI URGENTI AL SISTEMA DI NETWORK SECURITY,23-AFFIDAMENTO DIRETTO,2018-12-27,2019-06-27,idm77
6,Z9E25530FF,00175660554,COMUNE DI TERNI - Direzione Attività economiche - Innovazione,28206.40,28206.40,ACQUISTO LICENZE OFFICE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-12-27,2019-01-27,idm97
7,Z5425F87ED,00175660554,COMUNE DI TERNI - Direzione Attività economiche - Innovazione,2064.00,2059.99,INTERVENTI ALL''INFRASTRUTTURA DELLA FIBRA OTTICA RETE COMUNALE,23-AFFIDAMENTO DIRETTO,2018-12-27,2019-07-15,idm117
8,ZF12552CE5,00175660554,COMUNE DI TERNI - Direzione Attività economiche - Innovazione,43920.00,43920.00,ACQUISTO PC FASCIA BASE,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2018-10-24,2018-12-18,idm137
9,ZC52552FBE,00175660554,COMUNE DI TERNI - Direzione Attività economiche - Innovazione,3493.29,3493.29,ACQUISTO N. 15 STAMPANTI  MULTIFUNZIONE,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2018-10-24,2019-02-28,idm157
10,ZBD2553087,00175660554,COMUNE DI TERNI - Direzione Attività economiche - Innovazione,1748.93,1748.93,ACQUISTO N. 15 STAMPANTI,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2018-10-24,2018-12-06,idm177
