n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID
2,02369029B4,00606620409,COMUNE DI FORLI',159835.40,579230.48,INCARICO DIREZIONE ECC. LAVORI CAMPUS - 4^ RICALCOLO PER OPERE COMPLEMENTARI E 2^ VARIANTE AI LAVORI DI 2^ FASE (I LOTTO),PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2014-11-26,,idm22
3,04758614EA,00606620409,COMUNE DI FORLI',58380.00,4177117.96,"LETTERA CONTRATTO CONCESSIONE SERVIZIO PUBBLICHE AFFISSIONI E MANUTENZIONE RELATIVI IMPIANTI - ACCERTAMENTO E RISCOSSIONE IMPOSTA DI PUBBLICITA', DIRITTI SULLE PUBBLICHE AFFISSIONI, CANONE OCCUPAZIONE SPAZI ED AREE PUBBLICHE - CONTRATTO REP.GEN.",PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-12-12,,idm39
4,2502915EC8,00606620409,COMUNE DI FORLI',2098496.80,2299494.84,"RINNOVO CONCESSIONE DELLE STRUTTURE ""CASA DI RIPOSO ORSI MANGELLI"", ""CENTRO DIURNO DI VIA CAMPO DI MARTE"" E ""GRUPPO APPARTAMENTO DI VIA TEVERE"" PER LA GESTIONE DEI SERVIZI CONNESSI E CON ESECUZIONE DI LAVORI DI MIGLIORAM",PROCEDURA APERTA,2015-10-01,,idm58
5,2622381940,00606620409,COMUNE DI FORLI',0.00,38838571.86,SUBENTRO E MODIFICHE CONTRATTO PER SERVIZIO PUBBLICA ILLUMINAZIONE E GESTIONE IMPIANTI SEMAFORICI,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2018-01-01,2019-05-31,idm77
6,2677693629,00606620409,COMUNE DI FORLI',17750.00,0.00,LETTERA CONTRATTO PER LA PROROGA TECNICA DELL'AFFIDAMENTO DELLA GESTIONE DELL'IMPIANTO COMUNALE POLISPORTIVO A. GIULIANINI DAL 01/07/2019 AL 31/12/2019,AFFIDAMENTO DIRETTO,2019-07-01,,idm97
7,2839313335,00606620409,COMUNE DI FORLI',2330261.15,15134685.59,CONTRATTO DI SERVIZIO PER TRASFERIMENTO DELLA GESTIONE CALORE DEGLI STABILI COMUNALI - ULTERIORE PROROGA TECNICA,PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),2018-10-01,,idm116
8,2888045A1E,00606620409,COMUNE DI FORLI',20000.00,135405.55,ORDINATIVO DI FORNITURA DIVISE POLIZIA MUNICIPALE - ESTENSIONE FINO ALLA CONCORRENZA DEL QUINTO D'OBBLIGO CONTRATTO RACC. N. 67/D2/11 IN ADESIONE A CONVENZIONE INTERCENT-ER,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2014-05-13,,idm135
9,3269911FE7,00606620409,COMUNE DI FORLI',0.00,97726744.00,SERVIZIO DI GESTIONE DEI RIFIUTI URBANI ED ASSIMILATI (SGRUA) - ACCORDO OPERATIVO PER LA REGOLAMENTAZIONE DELLA FATTURAZIONE E DEI PAGAMENTI,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2014-01-01,,idm154
10,3855073ADE,00606620409,COMUNE DI FORLI',47704.92,486951.32,"LETTERA-CONTRATTO PER AFFIDAMENTO SERVIZIO DI FACCHINAGGIO E TRASLOCO, IN ADESIONE A CONVENZIONE QUADRO DELLA CENTRALE DI COMMITTENZA REGIONALE - ESTENSIONE DI UN QUINTO - CODICE UNIVOCO UFF. DESTINAZIONE FATTURE ELETTRONICHE UFTMC8",AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2015-01-17,,idm173
11,4241467949,00606620409,COMUNE DI FORLI',294000.00,2242495.75,CONCESSIONE IN GESTIONE DEL CANILE COMPRENSORIALE FORLIVESE E SERVIZI ANNESSI - PROROGA,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2019-01-01,,idm190
